datetime,evaporation_acft
7/23/63,0
7/24/63,0
7/25/63,0
7/26/63,0
7/27/63,0
7/28/63,0
7/29/63,0
7/30/63,0
7/31/63,0
8/1/63,0
8/2/63,0
8/3/63,0
8/4/63,0
8/5/63,0
8/6/63,0
8/7/63,0
8/8/63,0
8/9/63,0
8/10/63,0
8/11/63,0
8/12/63,0
8/13/63,0
8/14/63,0
8/15/63,0
8/16/63,0
8/17/63,0
8/18/63,0
8/19/63,0
8/20/63,0
8/21/63,0
8/22/63,0
8/23/63,0
8/24/63,0
8/25/63,0
8/26/63,0
8/27/63,0
8/28/63,0
8/29/63,0
8/30/63,0
8/31/63,0
9/1/63,0
9/2/63,0
9/3/63,0
9/4/63,0
9/5/63,0
9/6/63,0
9/7/63,0
9/8/63,0
9/9/63,0
9/10/63,0
9/11/63,0
9/12/63,0
9/13/63,0
9/14/63,0
9/15/63,0
9/16/63,0
9/17/63,0
9/18/63,0
9/19/63,0
9/20/63,0
9/21/63,0
9/22/63,0
9/23/63,0
9/24/63,0
9/25/63,0
9/26/63,0
9/27/63,0
9/28/63,0
9/29/63,0
9/30/63,0
10/1/63,0
10/2/63,0
10/3/63,0
10/4/63,0
10/5/63,0
10/6/63,0
10/7/63,0
10/8/63,0
10/9/63,0
10/10/63,0
10/11/63,0
10/12/63,0
10/13/63,0
10/14/63,0
10/15/63,0
10/16/63,0
10/17/63,0
10/18/63,0
10/19/63,0
10/20/63,0
10/21/63,0
10/22/63,0
10/23/63,0
10/24/63,0
10/25/63,0
10/26/63,0
10/27/63,0
10/28/63,0
10/29/63,0
10/30/63,0
10/31/63,0
11/1/63,0
11/2/63,0
11/3/63,0
11/4/63,0
11/5/63,0
11/6/63,0
11/7/63,0
11/8/63,0
11/9/63,0
11/10/63,0
11/11/63,0
11/12/63,0
11/13/63,0
11/14/63,0
11/15/63,0
11/16/63,0
11/17/63,0
11/18/63,0
11/19/63,0
11/20/63,0
11/21/63,0
11/22/63,0
11/23/63,0
11/24/63,0
11/25/63,0
11/26/63,0
11/27/63,0
11/28/63,0
11/29/63,0
11/30/63,0
12/1/63,0
12/2/63,0
12/3/63,0
12/4/63,0
12/5/63,0
12/6/63,0
12/7/63,0
12/8/63,0
12/9/63,0
12/10/63,0
12/11/63,0
12/12/63,0
12/13/63,0
12/14/63,0
12/15/63,0
12/16/63,0
12/17/63,0
12/18/63,0
12/19/63,0
12/20/63,0
12/21/63,0
12/22/63,0
12/23/63,0
12/24/63,0
12/25/63,0
12/26/63,0
12/27/63,0
12/28/63,132.734831
12/29/63,133.07036
12/30/63,133.405888
12/31/63,133.741841
1/1/64,23.6275773
1/2/64,23.7246468
1/3/64,23.8217164
1/4/64,23.9187859
1/5/64,24.0159793
1/6/64,24.1130488
1/7/64,24.2101184
1/8/64,24.3071879
1/9/64,24.3557655
1/10/64,24.4528733
1/11/64,24.5499428
1/12/64,24.598520399999998
1/13/64,24.6470124
1/14/64,24.69559
1/15/64,24.69559
1/16/64,24.7441675
1/17/64,24.7926595
1/18/64,24.8412371
1/19/64,24.8897291
1/20/64,24.9383448
1/21/64,25.0354144
1/22/64,25.1324839
1/23/64,25.2296391
1/24/64,25.3267087
1/25/64,25.4238164
1/26/64,25.5208859
1/27/64,25.6665331
1/28/64,25.7636026
1/29/64,25.8606722
1/30/64,25.909288
1/31/64,25.9578655
2/1/64,25.635906
2/2/64,25.635906
2/3/64,25.635906
2/4/64,25.635906
2/5/64,25.580591
2/6/64,25.580591
2/7/64,25.580591
2/8/64,25.580591
2/9/64,25.580591
2/10/64,25.525231
2/11/64,25.525231
2/12/64,25.525231
2/13/64,25.525231
2/14/64,25.525231
2/15/64,25.525231
2/16/64,25.525231
2/17/64,25.580591
2/18/64,25.580591
2/19/64,25.580591
2/20/64,25.580591
2/21/64,25.580591
2/22/64,25.580591
2/23/64,25.580591
2/24/64,25.635906
2/25/64,25.635906
2/26/64,25.6911248
2/27/64,25.6911248
2/28/64,25.7464397
2/29/64,25.7464397
3/1/64,47.5417936
3/2/64,47.5417936
3/3/64,47.5417936
3/4/64,47.5417936
3/5/64,47.5417936
3/6/64,47.5417936
3/7/64,47.5417936
3/8/64,47.5417936
3/9/64,47.5417936
3/10/64,47.6312709
3/11/64,47.6312709
3/12/64,47.6312709
3/13/64,47.6312709
3/14/64,47.6312709
3/15/64,47.6312709
3/16/64,47.6312709
3/17/64,47.6312709
3/18/64,47.6312709
3/19/64,47.6312709
3/20/64,47.6312709
3/21/64,47.6312709
3/22/64,47.6312709
3/23/64,47.6312709
3/24/64,47.6312709
3/25/64,47.6312709
3/26/64,47.6312709
3/27/64,47.3626814
3/28/64,46.4668916
3/29/64,45.7502141
3/30/64,44.8544243
3/31/64,43.9586345
4/1/64,82.5622099
4/2/64,81.3665883
4/3/64,80.3200046
4/4/64,79.2738015
4/5/64,78.2274849
4/6/64,78.2274849
4/7/64,77.9286078
4/8/64,77.3304732
4/9/64,76.8822912
4/10/64,76.7327192
4/11/64,75.6864025
4/12/64,75.2379535
4/13/64,74.6401994
4/14/64,74.0420648
4/15/64,73.4443108
4/16/64,72.5472991
4/17/64,71.7999731
4/18/64,71.2021054
4/19/64,70.7536564
4/20/64,70.3052074
4/21/64,69.8566447
4/22/64,69.5577677
4/23/64,69.2588907
4/24/64,68.9600137
4/25/64,68.5115647
4/26/64,68.212574
4/27/64,68.063002
4/28/64,67.4634333
4/29/64,66.2602807
4/30/64,65.057128
5/1/64,62.4765734
5/2/64,61.2913045
5/3/64,60.9527184
5/4/64,60.2755463
5/5/64,59.7674495
5/6/64,59.4288634
5/7/64,59.089842
5/8/64,58.5821806
5/9/64,58.0740838
5/10/64,57.7354977
5/11/64,57.565987
5/12/64,58.4126699
5/13/64,59.2593527
5/14/64,59.9365249
5/15/64,60.7832077
5/16/64,61.7994013
5/17/64,62.6460841
5/18/64,64.3394498
5/19/64,66.7099877
5/20/64,69.7429363
5/21/64,73.6170462
5/22/64,78.164871
5/23/64,83.0497848
5/24/64,88.7765286
5/25/64,94.1664809
5/26/64,99.5564333
5/27/64,106.098157
5/28/64,112.905146
5/29/64,119.712135
5/30/64,126.093768
5/31/64,131.837151
6/1/64,253.119842
6/2/64,259.675047
6/3/64,265.504439
6/4/64,272.223323
6/5/64,278.046701
6/6/64,283.421464
6/7/64,288.79643
6/8/64,294.171397
6/9/64,299.994571
6/10/64,306.713455
6/11/64,315.546502
6/12/64,323.685374
6/13/64,331.05078
6/14/64,338.725695
6/15/64,346.142583
6/16/64,352.890655
6/17/64,359.019913
6/18/64,365.437486
6/19/64,371.928406
6/20/64,378.309573
6/21/64,384.961628
6/22/64,390.909904
6/23/64,395.777992
6/24/64,400.753078
6/25/64,405.404618
6/26/64,409.56913
6/27/64,413.408617
6/28/64,417.302444
6/29/64,421.304546
6/30/64,425.252306
7/1/64,514.219053
7/2/64,518.933014
7/3/64,523.39885
7/4/64,527.307108
7/5/64,531.462495
7/6/64,535.308896
7/7/64,538.781297
7/8/64,542.068891
7/9/64,544.921858
7/10/64,547.465839
7/11/64,550.008357
7/12/64,552.426695
7/13/64,554.784407
7/14/64,556.831904
7/15/64,559.126063
7/16/64,561.49784
7/17/64,563.555135
7/18/64,565.549701
7/19/64,567.222139
7/20/64,569.087854
7/21/64,571.017995
7/22/64,572.883709
7/23/64,574.17006
7/24/64,575.71388
7/25/64,577.128848
7/26/64,578.286347
7/27/64,579.445309
7/28/64,581.373987
7/29/64,583.11085
7/30/64,584.590244
7/31/64,586.069639
8/1/64,599.257043
8/2/64,601.678687
8/3/64,605.627529
8/4/64,609.578051
8/5/64,612.890783
8/6/64,615.502154
8/7/64,617.796195
8/8/64,619.770007
8/9/64,621.426257
8/10/64,622.955134
8/11/64,624.102879
8/12/64,625.440581
8/13/64,626.778052
8/14/64,628.944489
8/15/64,633.403516
8/16/64,635.823712
8/17/64,635.823712
8/18/64,636.907655
8/19/64,636.971457
8/20/64,637.035259
8/21/64,637.035259
8/22/64,636.843852
8/23/64,636.588875
8/24/64,636.270096
8/25/64,635.951316
8/26/64,635.75991
8/27/64,635.823712
8/28/64,636.270096
8/29/64,636.078689
8/30/64,636.014887
8/31/64,636.461271
9/1/64,619.570036
9/2/64,619.268292
9/3/64,619.268292
9/4/64,619.2079
9/5/64,619.2079
9/6/64,619.147507
9/7/64,619.087333
9/8/64,619.087333
9/9/64,619.087333
9/10/64,619.087333
9/11/64,619.147507
9/12/64,619.2079
9/13/64,619.087333
9/14/64,619.147507
9/15/64,619.328685
9/16/64,619.328685
9/17/64,619.389077
9/18/64,619.389077
9/19/64,619.328685
9/20/64,619.328685
9/21/64,623.851167
9/22/64,624.454874
9/23/64,624.875813
9/24/64,625.720871
9/25/64,626.322987
9/26/64,626.866301
9/27/64,627.590575
9/28/64,628.253083
9/29/64,628.253083
9/30/64,628.071906
10/1/64,421.17692
10/2/64,421.095642
10/3/64,421.055151
10/4/64,420.893666
10/5/64,420.812388
10/6/64,420.731111
10/7/64,420.853027
10/8/64,420.933234
10/9/64,421.095642
10/10/64,421.17692
10/11/64,420.812388
10/12/64,420.853027
10/13/64,420.853027
10/14/64,420.812388
10/15/64,420.853027
10/16/64,420.690472
10/17/64,420.973873
10/18/64,421.014512
10/19/64,420.973873
10/20/64,421.095642
10/21/64,421.17692
10/22/64,421.217559
10/23/64,421.298836
10/24/64,421.420606
10/25/64,421.501883
10/26/64,421.58316
10/27/64,421.501883
10/28/64,421.70493
10/29/64,421.664291
10/30/64,422.1101
10/31/64,422.069462
11/1/64,439.441761
11/2/64,439.560539
11/3/64,439.40212
11/4/64,439.125824
11/5/64,439.243702
11/6/64,439.40212
11/7/64,439.32284
11/8/64,439.165322
11/9/64,438.769204
11/10/64,439.006903
11/11/64,438.650283
11/12/64,438.214525
11/13/64,438.057007
11/14/64,437.898588
11/15/64,438.096647
11/16/64,437.700529
11/17/64,437.502328
11/18/64,437.38355
11/19/64,437.42319
11/20/64,437.462688
11/21/64,437.502328
11/22/64,437.541968
11/23/64,437.502328
11/24/64,437.581609
11/25/64,437.581609
11/26/64,437.38355
11/27/64,437.462688
11/28/64,437.343909
11/29/64,437.541968
11/30/64,437.581609
12/1/64,340.547787
12/2/64,340.731674
12/3/64,340.884894
12/4/64,340.854228
12/5/64,340.946226
12/6/64,341.037418
12/7/64,341.068084
12/8/64,341.068084
12/9/64,341.129306
12/10/64,341.129306
12/11/64,340.854228
12/12/64,341.068084
12/13/64,340.76234
12/14/64,340.823562
12/15/64,340.701008
12/16/64,340.670341
12/17/64,340.3639
12/18/64,339.904825
12/19/64,339.506794
12/20/64,339.078087
12/21/64,338.894201
12/22/64,338.802202
12/23/64,339.047421
12/24/64,339.29264
12/25/64,340.333234
12/26/64,341.037418
12/27/64,341.65041
12/28/64,342.109375
12/29/64,342.109375
12/30/64,341.925488
12/31/64,341.956154
1/1/65,91.0277999
1/2/65,91.0486411
1/3/65,90.9652001
1/4/65,90.9237166
1/5/65,90.8402375
1/6/65,90.798517
1/7/65,90.7150379
1/8/65,90.683994
1/9/65,90.7045982
1/10/65,90.7567584
1/11/65,90.7880773
1/12/65,90.8193582
1/13/65,90.8193582
1/14/65,90.8193582
1/15/65,90.7776377
1/16/65,90.8089185
1/17/65,90.8193582
1/18/65,90.8089185
1/19/65,90.7776377
1/20/65,90.7254776
1/21/65,90.8193582
1/22/65,90.8193582
1/23/65,90.8193582
1/24/65,90.7776377
1/25/65,90.7045982
1/26/65,90.6631147
1/27/65,90.6213942
1/28/65,90.6317957
1/29/65,90.5796356
1/30/65,90.5483548
1/31/65,90.4648757
2/1/65,104.613911
2/2/65,104.664829
2/3/65,104.766711
2/4/65,104.83037
2/5/65,104.906481
2/6/65,104.906481
2/7/65,105.008317
2/8/65,105.084717
2/9/65,105.135681
2/10/65,105.26271
2/11/65,105.237228
2/12/65,105.021058
2/13/65,104.766711
2/14/65,104.5378
2/15/65,104.270377
2/16/65,104.194266
2/17/65,104.09243
2/18/65,104.156089
2/19/65,104.283118
2/20/65,104.270377
2/21/65,104.257635
2/22/65,104.334035
2/23/65,104.499577
2/24/65,104.512318
2/25/65,104.652088
2/26/65,104.817629
2/27/65,105.008317
2/28/65,105.224487
3/1/65,167.739247
3/2/65,167.661978
3/3/65,167.025156
3/4/65,166.542575
3/5/65,166.716009
3/6/65,166.928552
3/7/65,167.044491
3/8/65,167.121831
3/9/65,167.217925
3/10/65,167.430539
3/11/65,167.565812
3/12/65,167.739247
3/13/65,167.87452
3/14/65,167.951789
3/15/65,168.048393
3/16/65,167.044491
3/17/65,165.828045
3/18/65,165.461332
3/19/65,165.596606
3/20/65,165.77004
3/21/65,165.982654
3/22/65,166.117857
3/23/65,166.117857
3/24/65,166.252692
3/25/65,166.349296
3/26/65,166.542575
3/27/65,166.909217
3/28/65,167.256595
3/29/65,167.372534
3/30/65,167.507808
3/31/65,167.623308
4/1/65,285.403532
4/2/65,285.155044
4/3/65,285.092688
4/4/65,285.155044
4/5/65,285.310112
4/6/65,285.155044
4/7/65,285.715197
4/8/65,286.36877
4/9/65,287.178232
4/10/65,285.870972
4/11/65,283.286924
4/12/65,282.789126
4/13/65,283.442699
4/14/65,283.691187
4/15/65,283.815899
4/16/65,283.380344
4/17/65,283.162212
4/18/65,283.255746
4/19/65,283.224568
4/20/65,283.255746
4/21/65,284.283226
4/22/65,285.123866
4/23/65,284.594069
4/24/65,284.220984
4/25/65,284.065208
4/26/65,283.940496
4/27/65,283.815899
4/28/65,283.505055
4/29/65,282.695593
4/30/65,282.228152
5/1/65,313.257764
5/2/65,313.582774
5/3/65,314.628973
5/4/65,314.015212
5/5/65,315.890981
5/6/65,315.710479
5/7/65,315.314167
5/8/65,314.34009
5/9/65,314.159588
5/10/65,314.736402
5/11/65,313.942959
5/12/65,314.628973
5/13/65,315.133665
5/14/65,314.736402
5/15/65,315.278041
5/16/65,315.025285
5/17/65,315.061411
5/18/65,316.035357
5/19/65,316.937181
5/20/65,318.09176
5/21/65,318.451945
5/22/65,319.029579
5/23/65,319.534271
5/24/65,319.967529
5/25/65,321.373913
5/26/65,321.590542
5/27/65,321.121157
5/28/65,320.291587
5/29/65,318.704701
5/30/65,317.622375
5/31/65,316.32424
6/1/65,535.937463
6/2/65,536.218152
6/3/65,535.544417
6/4/65,535.993642
6/5/65,536.274331
6/6/65,535.152851
6/7/65,533.973713
6/8/65,533.357433
6/9/65,533.806657
6/10/65,534.928137
6/11/65,536.105999
6/12/65,536.218152
6/13/65,537.115121
6/14/65,539.807509
6/15/65,545.136106
6/16/65,553.606112
6/17/65,561.291505
6/18/65,568.64003
6/19/65,574.641087
6/20/65,580.138015
6/21/65,585.80237
6/22/65,591.375295
6/23/65,597.2095
6/24/65,601.616163
6/25/65,606.15264
6/26/65,614.51368
6/27/65,625.985513
6/28/65,636.226381
6/29/65,644.263091
6/30/65,651.13354
7/1/65,775.87965
7/2/65,783.15716
7/3/65,789.616849
7/4/65,796.449807
7/5/65,802.983865
7/6/65,809.445447
7/7/65,816.128242
7/8/65,822.885172
7/9/65,829.420889
7/10/65,836.326556
7/11/65,843.170763
7/12/65,849.218958
7/13/65,855.512917
7/14/65,861.479268
7/15/65,867.773228
7/16/65,872.594232
7/17/65,876.681002
7/18/65,882.404182
7/19/65,886.327264
7/20/65,890.005049
7/21/65,894.337117
7/22/65,898.178589
7/23/65,902.101671
7/24/65,905.206549
7/25/65,907.822724
7/26/65,911.500275
7/27/65,914.60728
7/28/65,918.039532
7/29/65,921.389941
7/30/65,924.169804
7/31/65,925.722243
8/1/65,935.857387
8/2/65,938.608041
8/3/65,942.894592
8/4/65,948.312813
8/5/65,950.982253
8/6/65,952.518611
8/7/65,954.378443
8/8/65,955.91457
8/9/65,956.96713
8/10/65,957.774633
8/11/65,956.96713
8/12/65,957.210081
8/13/65,956.643194
8/14/65,955.752833
8/15/65,955.671849
8/16/65,955.431002
8/17/65,954.621394
8/18/65,953.489956
8/19/65,952.761332
8/20/65,952.032708
8/21/65,951.144221
8/22/65,949.84894
8/23/65,948.717502
8/24/65,947.503205
8/25/65,945.724126
8/26/65,943.945047
8/27/65,942.165968
8/28/65,940.225153
8/29/65,939.496529
8/30/65,937.474498
8/31/65,937.071683
9/1/65,902.948708
9/2/65,901.419814
9/3/65,899.737789
9/4/65,898.972347
9/5/65,898.513169
9/6/65,896.984275
9/7/65,896.297171
9/8/65,894.689939
9/9/65,894.079401
9/10/65,893.467091
9/11/65,892.473941
9/12/65,891.708718
9/13/65,890.790144
9/14/65,890.48587
9/15/65,889.796994
9/16/65,889.720428
9/17/65,888.574146
9/18/65,888.344666
9/19/65,887.961836
9/20/65,887.426092
9/21/65,888.038402
9/22/65,888.727278
9/23/65,890.026692
9/24/65,891.09619
9/25/65,891.938198
9/26/65,892.473941
9/27/65,893.08448
9/28/65,893.467091
9/29/65,894.155967
9/30/65,894.538797
10/1/65,600.863537
10/2/65,601.995548
10/3/65,603.02584
10/4/65,603.745764
10/5/65,604.003264
10/6/65,604.157852
10/7/65,604.209234
10/8/65,604.620129
10/9/65,604.774717
10/10/65,604.980688
10/11/65,605.289717
10/12/65,605.444304
10/13/65,605.135276
10/14/65,604.929158
10/15/65,604.8261
10/16/65,605.700612
10/17/65,605.906582
10/18/65,606.318816
10/19/65,606.576316
10/20/65,606.576316
10/21/65,606.782286
10/22/65,606.885345
10/23/65,607.090123
10/24/65,607.244711
10/25/65,607.244711
10/26/65,607.450681
10/27/65,607.29624
10/28/65,607.450681
10/29/65,607.605269
10/30/65,607.811386
10/31/65,607.965827
11/1/65,620.367792
11/2/65,620.117137
11/3/65,620.016818
11/4/65,619.866339
11/5/65,619.766163
11/6/65,619.665844
11/7/65,619.716003
11/8/65,619.415046
11/9/65,619.165695
11/10/65,618.764561
11/11/65,618.563923
11/12/65,618.363285
11/13/65,618.714402
11/14/65,618.764561
11/15/65,619.015216
11/16/65,619.215712
11/17/65,619.015216
11/18/65,618.814578
11/19/65,618.864738
11/20/65,619.065376
11/21/65,619.515365
11/22/65,619.966658
11/23/65,620.417951
11/24/65,620.96826
11/25/65,621.670351
11/26/65,622.571633
11/27/65,623.573235
11/28/65,624.325343
11/29/65,624.775475
11/30/65,625.326945
12/1/65,486.064681
12/2/65,486.180978
12/3/65,486.37499
12/4/65,486.685298
12/5/65,487.149807
12/6/65,487.460116
12/7/65,487.615325
12/8/65,487.770424
12/9/65,487.809226
12/10/65,488.390143
12/11/65,489.126158
12/12/65,489.126158
12/13/65,489.66917
12/14/65,490.017383
12/15/65,490.327692
12/16/65,490.754297
12/17/65,490.869695
12/18/65,491.141312
12/19/65,491.412818
12/20/65,491.45162
12/21/65,491.180004
12/22/65,491.257608
12/23/65,491.180004
12/24/65,491.412818
12/25/65,491.954932
12/26/65,492.76945
12/27/65,492.962453
12/28/65,492.962453
12/29/65,493.001256
12/30/65,493.195157
12/31/65,493.776073
1/1/66,143.366982
1/2/66,143.67313
1/3/66,143.805887
1/4/66,143.899047
1/5/66,144.045118
1/6/66,144.045118
1/7/66,144.098374
1/8/66,144.151592
1/9/66,144.337951
1/10/66,144.430766
1/11/66,144.470708
1/12/66,144.550554
1/13/66,144.657029
1/14/66,144.736567
1/15/66,144.843042
1/16/66,145.002773
1/17/66,145.082273
1/18/66,145.122215
1/19/66,145.029055
1/20/66,144.96283
1/21/66,144.843042
1/22/66,144.856356
1/23/66,144.922888
1/24/66,144.789785
1/25/66,144.683311
1/26/66,144.523926
1/27/66,144.364233
1/28/66,144.204849
1/29/66,144.058432
1/30/66,144.005522
1/31/66,143.792572
2/1/66,169.576576
2/2/66,169.495223
2/3/66,169.365104
2/4/66,169.234986
2/5/66,169.089019
2/6/66,169.10529
2/7/66,169.056478
2/8/66,169.040207
2/9/66,168.94263
2/10/66,168.812512
2/11/66,168.552651
2/12/66,168.341602
2/13/66,168.260296
2/14/66,168.081365
2/15/66,167.919129
2/16/66,167.675162
2/17/66,167.61008
2/18/66,167.593809
2/19/66,167.691433
2/20/66,167.870317
2/21/66,167.95167
2/22/66,168.065095
2/23/66,168.081365
2/24/66,168.178989
2/25/66,168.260296
2/26/66,168.260296
2/27/66,168.406262
2/28/66,168.325332
3/1/66,263.212085
3/2/66,262.891683
3/3/66,262.695067
3/4/66,262.473223
3/5/66,262.251379
3/6/66,262.374665
3/7/66,262.178049
3/8/66,261.906891
3/9/66,261.709704
3/10/66,261.562473
3/11/66,261.488501
3/12/66,261.586489
3/13/66,262.079491
3/14/66,262.423909
3/15/66,262.990241
3/16/66,263.679788
3/17/66,264.147492
3/18/66,264.787796
3/19/66,265.625216
3/20/66,266.462706
3/21/66,267.693929
3/22/66,267.324142
3/23/66,267.742602
3/24/66,267.939788
3/25/66,268.063004
3/26/66,268.358178
3/27/66,268.555364
3/28/66,268.727965
3/29/66,268.653993
3/30/66,268.801865
3/31/66,269.220325
4/1/66,449.42168
4/2/66,450.333437
4/3/66,450.888041
4/4/66,451.68071
4/5/66,452.751139
4/6/66,453.583504
4/7/66,454.178722
4/8/66,454.733326
4/9/66,455.288848
4/10/66,455.803756
4/11/66,456.16091
4/12/66,456.398056
4/13/66,456.636121
4/14/66,456.794906
4/15/66,457.508182
4/16/66,457.508182
4/17/66,457.944728
4/18/66,457.905032
4/19/66,457.746246
4/20/66,457.865336
4/21/66,457.984425
4/22/66,458.1034
4/23/66,458.222489
4/24/66,458.6977
4/25/66,459.015158
4/26/66,459.054854
4/27/66,458.737397
4/28/66,458.341579
4/29/66,458.063704
4/30/66,457.785943
5/1/66,516.423863
5/2/66,516.285709
5/3/66,516.377812
5/4/66,516.653989
5/5/66,517.114373
5/6/66,517.711714
5/7/66,518.631283
5/8/66,520.333465
5/9/66,521.715675
5/10/66,524.042464
5/11/66,527.216157
5/12/66,529.648776
5/13/66,532.399017
5/14/66,534.672759
5/15/66,536.787756
5/16/66,538.056914
5/17/66,539.643827
5/18/66,539.643827
5/19/66,539.802572
5/20/66,539.432035
5/21/66,539.643827
5/22/66,539.855619
5/23/66,540.701325
5/24/66,541.442399
5/25/66,542.235191
5/26/66,542.71169
5/27/66,543.135142
5/28/66,543.716141
5/29/66,544.56198
5/30/66,545.303054
5/31/66,545.514846
6/1/66,891.180059
6/2/66,892.24741
6/3/66,893.558871
6/4/66,894.543961
6/5/66,895.118563
6/6/66,895.937478
6/7/66,897.57737
6/8/66,899.137062
6/9/66,899.709807
6/10/66,899.709807
6/11/66,899.381375
6/12/66,899.709807
6/13/66,899.545693
6/14/66,899.055005
6/15/66,898.56246
6/16/66,898.480403
6/17/66,897.413256
6/18/66,897.086886
6/19/66,897.086886
6/20/66,896.51208
6/21/66,896.430023
6/22/66,896.183853
6/23/66,895.855421
6/24/66,895.855421
6/25/66,895.855421
6/26/66,896.265909
6/27/66,895.773364
6/28/66,895.198762
6/29/66,894.461904
6/30/66,893.394553
7/1/66,1045.95665
7/2/66,1045.11263
7/3/66,1045.20662
7/4/66,1044.54845
7/5/66,1043.70206
7/6/66,1042.19986
7/7/66,1040.88588
7/8/66,1039.5693
7/9/66,1037.40893
7/10/66,1036.75052
7/11/66,1034.40217
7/12/66,1032.52377
7/13/66,1030.73937
7/14/66,1028.29679
7/15/66,1026.88858
7/16/66,1024.63422
7/17/66,1022.56548
7/18/66,1021.06328
7/19/66,1019.27888
7/20/66,1017.68033
7/21/66,1016.27212
7/22/66,1013.82954
7/23/66,1011.66917
7/24/66,1010.07275
7/25/66,1008.4742
7/26/66,1007.44219
7/27/66,1005.37581
7/28/66,1004.24745
7/29/66,1003.49741
7/30/66,1000.86685
7/31/66,1000.11446
8/1/66,1006.21961
8/2/66,1004.2788
8/3/66,1003.39031
8/4/66,1000.3967
8/5/66,999.589199
8/6/66,997.729136
8/7/66,996.919759
8/8/66,995.383401
8/9/66,995.383401
8/10/66,992.551993
8/11/66,990.530194
8/12/66,989.317771
8/13/66,987.376725
8/14/66,985.597646
8/15/66,983.978661
8/16/66,982.442533
8/17/66,980.177551
8/18/66,978.074768
8/19/66,976.943329
8/20/66,975.002513
8/21/66,973.628123
8/22/66,971.928154
8/23/66,970.47278
8/24/66,968.531964
8/25/66,966.752885
8/26/66,965.216758
8/27/66,963.840494
8/28/66,962.385119
8/29/66,960.606271
8/30/66,959.231881
8/31/66,958.584241
9/1/66,923.823448
9/2/66,923.746882
9/3/66,923.746882
9/4/66,923.746882
9/5/66,923.440618
9/6/66,922.830298
9/7/66,921.758592
9/8/66,920.842008
9/9/66,919.617388
9/10/66,917.705882
9/11/66,916.942212
9/12/66,914.877575
9/13/66,914.265265
9/14/66,913.501813
9/15/66,912.277193
9/16/66,911.054345
9/17/66,910.135989
9/18/66,908.683444
9/19/66,907.843426
9/20/66,905.778788
9/21/66,904.171338
9/22/66,902.259832
9/23/66,900.348109
9/24/66,898.362027
9/25/66,897.060841
9/26/66,895.608295
9/27/66,893.849921
9/28/66,892.550507
9/29/66,890.790144
9/30/66,889.49073
10/1/66,595.768962
10/2/66,594.997509
10/3/66,594.533892
10/4/66,593.453557
10/5/66,592.166957
10/6/66,591.96084
10/7/66,591.498562
10/8/66,591.086475
10/9/66,591.086475
10/10/66,590.674387
10/11/66,590.005993
10/12/66,589.542376
10/13/66,589.02723
10/14/66,588.925511
10/15/66,588.925511
10/16/66,589.387788
10/17/66,589.645435
10/18/66,589.954463
10/19/66,589.954463
10/20/66,589.645435
10/21/66,589.387788
10/22/66,589.336406
10/23/66,589.542376
10/24/66,589.387788
10/25/66,588.873981
10/26/66,588.255923
10/27/66,587.535999
10/28/66,586.814736
10/29/66,586.2494
10/30/66,585.785783
10/31/66,585.066006
11/1/66,597.224259
11/2/66,596.824286
11/3/66,596.122338
11/4/66,595.572029
11/5/66,595.070577
